latitude,longitude,brightness,acq_date,acq_time
-35.242,150.164,339.5,20/12/2019,1230
-13.358,135.69,334,5/12/2019,355
-28.655,126.626,403.2,23/10/2019,550
-33.575,150.533,302.3,26/12/2019,1335
-33.002,150.363,330.4,22/11/2019,420
-12.871,136.087,338.6,10/11/2019,405
-32.641,121.056,412.6,28/12/2019,535
-35.102,150.461,308.3,27/12/2019,1240
-32.662,150.702,326.9,18/12/2019,1245
-15.541,144.368,335.9,3/11/2019,355
-33.019,150.694,349,19/11/2019,350
-25.062,149.265,345.3,6/12/2019,15
-28.119,129.054,426.1,18/12/2019,500
-33.088,123.486,323.5,14/12/2019,1450
-12.276,142.283,337,15/11/2019,420
-33.064,150.306,364.1,19/11/2019,350
-12.61,135.036,325.4,14/12/2019,1620
-25.389,149.177,348.5,8/01/2020,340
-37.657,149.012,321.9,3/01/2020,2345
-28.674,127.384,346.6,25/10/2019,535
-11.791,130.752,353.5,24/10/2019,500
-19.029,143.747,344.1,26/12/2019,415
-30.535,150.914,332.1,16/12/2019,335
-15.308,143.837,335.8,19/11/2019,355
-32.51,123.448,373.2,2/01/2020,555
-33.327,150.209,359.4,9/12/2019,325
-28.76,152.425,332.5,6/12/2019,2320
-29.74,152.634,328.7,18/11/2019,1235
-30.845,151.845,361.1,17/11/2019,405
-29.034,152.938,317.2,8/10/2019,1240
-28.864,128.808,352.7,29/12/2019,1405
-32.833,150.256,324.7,15/12/2019,10
-30.443,152.621,323,7/12/2019,340
-37.189,148.263,345.5,30/12/2019,1310
-37.128,147.043,310.1,3/01/2020,1245
-32.664,150.799,328.7,29/12/2019,1225
-37.56,148.342,500,30/12/2019,1310
-15.185,144.777,342,5/10/2019,425
-30.149,150.308,362.7,15/12/2019,10
-30.68,152.528,308.4,19/12/2019,1505
-13.282,134.353,316.6,21/10/2019,1350
-29.649,152.222,346.1,14/11/2019,2355
-31.393,152.59,308.7,11/11/2019,1225
-33.784,150.138,317.2,28/12/2019,1500
-32.69,150.41,323.2,6/12/2019,15
-16.654,145.119,347.9,6/01/2020,355
-37.34,148.607,359.7,30/12/2019,1445
-37.301,149.92,328.2,4/01/2020,1505
-17.717,122.301,347.7,4/11/2019,150
-30.161,150.84,380.6,5/12/2019,350
-15.936,144.684,336.9,9/10/2019,400
-30.842,152.294,341.6,7/11/2019,325
-33.923,122.122,321.5,26/12/2019,1650
-30.513,150.903,325.6,25/12/2019,325
-33.576,123.712,442.8,21/12/2019,530
-32.876,150.775,334,5/12/2019,350
-25.81,129.816,318.8,24/12/2019,1700
-41.656,148.007,344.2,2/01/2020,415
-17.122,145.526,300.8,19/11/2019,1320
-32.774,150.393,311.9,5/12/2019,1315
-30.614,152.246,317,16/11/2019,1245
-35.89,148.365,491.9,4/01/2020,400
-14.276,131.088,310.2,16/10/2019,1335
-37.354,147.562,355,30/12/2019,345
-13.252,134.641,324.4,11/10/2019,100
-31.471,151.204,331.9,28/10/2019,10
-14.624,127.052,341.4,20/11/2019,150
-30.366,152.254,316.4,15/11/2019,1515
-15.861,142.611,331.7,17/11/2019,120
-14.14,127.125,333.3,25/10/2019,540
-31.04,151.923,432.1,13/11/2019,1215
-27.634,127.423,359.5,12/10/2019,150
-30.066,118.04,340.6,21/12/2019,530
-17.753,143.289,353.2,24/12/2019,425
-15.583,144.111,340.1,10/11/2019,400
-27.941,152.42,375.2,9/11/2019,315
-32.877,150.905,311.2,29/11/2019,1530
-14.525,131.277,347.3,21/10/2019,140
-32.631,150.474,314.8,19/12/2019,1330
-12.755,136.091,353.3,21/10/2019,425
-35.661,137.127,356.1,8/01/2020,100
-28.865,128.936,327.7,29/12/2019,1405
-27.145,128.622,341.7,16/11/2019,220
-16.21,142.352,325.9,19/12/2019,120
-31.688,151.942,316.8,15/11/2019,1200
-35.456,147.999,312.7,3/01/2020,1245
-31.511,115.665,317.1,12/12/2019,1500
-35.345,149.549,326.8,4/12/2019,2335
-35.945,148.185,302.5,8/01/2020,1305
-16.357,126.541,313.2,18/11/2019,1415
-24.887,147.787,360.2,30/12/2019,345
-34.043,150.019,334.2,3/12/2019,405
-29.433,152.309,309,19/12/2019,1505
-29.752,152.299,336,8/10/2019,315
-13.072,141.882,362.1,20/10/2019,345
-16.838,124.722,311.5,22/11/2019,1350
-32.059,115.908,322.7,30/11/2019,230
-32.86,150.921,320.9,3/12/2019,405
-30.944,124.102,334.1,17/11/2019,545
-16.047,143.293,386.7,14/12/2019,100
-14.252,129.928,334,12/10/2019,435
-28.765,152.193,330.5,20/12/2019,310
-32.701,150.889,324.8,29/12/2019,1225
-29.897,152.375,376,8/11/2019,410
-12.358,131.554,362.5,29/11/2019,145
-11.976,142.58,322.7,5/10/2019,425
-15.614,144.584,329.4,11/12/2019,30
-12.234,132.723,339.6,11/10/2019,100
-33.173,150.058,372.5,31/12/2019,10
-13.342,142.016,304.7,4/10/2019,1310
-13.408,142.124,383.2,14/12/2019,100
-32.034,151.411,327.7,2/01/2020,415
-28.496,152.383,318,6/12/2019,1535
-32.723,120.245,336.8,16/12/2019,230
-31.595,151.228,311.7,27/12/2019,1240
-29.998,152.705,321.5,8/11/2019,1510
-34.838,150.106,363.7,4/01/2020,405
-16.265,142.327,315.3,21/12/2019,1320
-24.996,149.939,322.2,17/11/2019,1500
-29.105,152.516,372.4,9/10/2019,400
-26.012,153.139,303.7,20/12/2019,1235
-30.267,150.245,301.2,25/10/2019,1455
-29.012,152.921,383.6,8/10/2019,2340
-16.774,137.45,333.1,11/01/2020,415
-14.087,130.868,350.5,22/10/2019,510
-33.572,123.749,348.7,20/12/2019,1725
-13.703,132.707,324.4,21/12/2019,105
-32.898,150.937,334.4,28/11/2019,345
-28.07,129.182,340.5,20/12/2019,450
-31.702,152.384,352.8,12/11/2019,345
-37.037,148.177,356.1,4/01/2020,400
-17.917,142.574,316.6,18/12/2019,1555
-31.367,123.706,362.5,10/11/2019,535
-29.659,152.183,308.5,13/11/2019,1215
-32.928,150.841,326.4,8/12/2019,5
-30.698,152.133,304,11/11/2019,1225
-31.233,152.545,355.5,10/11/2019,355
-33.205,122.246,358.2,1/01/2020,510
-37.385,147.586,323,20/12/2019,1230
-33.08,150.506,398.2,8/11/2019,410
-35.704,148.193,322.3,31/12/2019,1530
-15.795,125.365,351,2/11/2019,205
-35.13,150.477,337.2,1/01/2020,330
-24.295,128.573,350.7,31/10/2019,500
-30.648,152.552,308.8,19/12/2019,1505
-32.811,150.15,359,21/12/2019,350
-30.551,150.954,310.9,29/12/2019,1225
-11.961,132.675,311.3,5/10/2019,1655
-32.79,150.381,414.4,6/12/2019,15
-32.978,150.451,322,18/11/2019,1235
-12.497,135.73,336.6,14/10/2019,130
-32.637,150.51,332,19/12/2019,405
-34.374,150.386,320.5,4/01/2020,1325
-37.399,147.596,373.8,19/12/2019,400
-13.409,134.399,338.8,21/10/2019,425
-29.541,152.431,319.7,6/12/2019,2320
-28.305,152.61,316.3,8/11/2019,1510
-31.631,151.229,307.6,29/12/2019,1225
-30.591,152.17,307.3,6/12/2019,1220
-35.402,147.971,311.9,1/01/2020,1255
-35.63,149.868,325.8,1/01/2020,1255
-29.265,152.723,307,16/11/2019,1245
-17.879,143.344,363.4,31/12/2019,430
-16.71,144.582,316.4,22/12/2019,1225
-23.717,150.435,326.8,9/11/2019,35
-31.589,151.214,309.2,28/12/2019,1500
-36.367,149.575,358,4/01/2020,400
-32.291,123.328,310.8,20/12/2019,1410
-35.547,150.255,340.3,3/12/2019,400
-31.216,152.022,317.2,7/11/2019,1250
-15.858,144.645,308.1,8/10/2019,1550
-30.711,152.188,369.5,7/11/2019,2350
-32.658,119.842,354.2,4/12/2019,625
-20.973,135.085,372,26/12/2019,415
-34.165,150.219,315.7,5/12/2019,1315
-32.827,150.162,311.1,20/12/2019,1235
-15.648,126.875,395.5,8/10/2019,500
-37.662,148.812,319.7,2/01/2020,1520
-37.338,148.455,337,4/01/2020,400
-35.753,136.96,309,21/12/2019,1630
-11.637,142.155,318.2,2/10/2019,1320
-15.276,127.315,337,15/11/2019,1650
-29.116,152.54,310.6,12/11/2019,1310
-16.352,137.724,357.4,2/01/2020,130
-15.971,145.297,313.2,4/11/2019,440
-32.066,115.915,324.7,6/01/2020,250
-28.756,152.423,374.4,6/12/2019,1220
-35.182,150.118,459.4,21/12/2019,350
-32.374,150.132,326.4,18/12/2019,320
-11.515,132.86,339.9,8/10/2019,500
-12.767,135.236,341.2,22/10/2019,510
-35.828,150.027,363.4,31/12/2019,10
-32.538,121.938,344.9,2/01/2020,555
-15.656,130.758,311.7,3/12/2019,1335
-30.814,152.601,342,19/11/2019,350
-37.205,148.335,332.7,30/12/2019,1445
-27.826,127.973,346.7,25/12/2019,505
-30.015,152.572,308,8/11/2019,1510
-37.136,147.896,328,3/01/2020,2345
-37.354,147.638,335.1,3/01/2020,2345
-32.95,150.311,324.1,5/12/2019,350
-16.939,142.175,315,9/12/2019,1255
-14.297,131.983,338,21/10/2019,1655
-35.255,149.978,325.9,2/01/2020,0
-21.724,145.581,319.9,9/12/2019,1255
-34.061,150.117,476,5/12/2019,350
-15.284,127.121,343.7,13/11/2019,435
-32.939,150.247,319.9,14/12/2019,1310
-19.031,143.697,311,22/12/2019,1225
-30.091,152.665,362.7,8/11/2019,1510
-35.278,150.084,373.2,21/12/2019,350
-31.71,152.205,321.4,7/11/2019,1250
-33.051,150.006,337.5,29/12/2019,25
-33.116,150.431,325.9,7/11/2019,325
-14.327,127.543,328.4,22/12/2019,440
-19.179,145.976,326.7,23/12/2019,340
-30.436,152.18,353.7,18/11/2019,1235
-22.22,117.199,311.9,18/12/2019,1425
-36.457,147.723,302.6,9/01/2020,1525
-19.668,144.99,339.2,28/12/2019,400
-37.392,147.685,328.5,26/12/2019,410
-15.369,126.906,320.1,3/10/2019,1405
-35.819,150.014,437.9,4/01/2020,400
-15.831,143.389,345.4,25/12/2019,45
-32.348,150.169,350.2,10/12/2019,410
-23.611,131.793,338.3,31/10/2019,500
-30.498,148.708,348.4,21/10/2019,5
-16.31,123.963,343,7/12/2019,520
-30.84,123.309,302.5,5/01/2020,1410
-15.471,125.92,351.7,4/11/2019,150
-33.038,150.54,338,12/11/2019,345
-31.072,152.321,340.1,8/11/2019,1510
-31.065,124.205,312.2,7/11/2019,1430
-16.771,137.564,347.5,15/12/2019,145
-16.698,144.987,322.5,12/11/2019,1315
-32.981,150.539,321.2,18/11/2019,2335
-34.992,150.16,346.4,28/12/2019,1500
-30.61,151.073,323.4,15/12/2019,2315
-33.2,150.218,343.9,19/12/2019,405
-17.306,123.892,348.8,31/10/2019,215
-28.191,152.507,309.5,9/10/2019,1455
-30.757,152.424,326.4,12/11/2019,345
-31.226,152.025,322.7,7/11/2019,1250
-22.398,117.314,346.7,6/11/2019,605
-21.409,139.814,334.3,26/12/2019,130
-18.953,124.332,425.2,15/11/2019,135
-37.451,149.659,358.9,4/01/2020,400
-29.643,152.31,364.3,9/11/2019,1240
-32.617,121.099,351.4,29/12/2019,620
-23.688,132.092,353.3,22/12/2019,435
-33.954,150.137,323.1,6/12/2019,435
-31.389,151.757,362.7,29/12/2019,1225
-34.04,150.024,365.3,1/12/2019,415
-11.789,130.927,329.1,7/10/2019,415
-30.897,152.097,356.3,26/10/2019,20
-31.212,124.028,332.3,4/11/2019,155
-13.248,142.199,347.6,8/12/2019,425
-32.393,123.175,501,2/01/2020,555
-15.975,124.865,362.5,3/11/2019,535
-37.654,149.075,305.7,2/01/2020,1520
-30.743,152.375,302.2,13/11/2019,1530
-29.264,152.266,313.8,3/12/2019,1505
-12.009,133.24,329.8,17/10/2019,450
-31.712,151.899,352.6,10/11/2019,355
-17.993,145.277,329.1,18/12/2019,325
-13.126,136.069,350.5,7/10/2019,125
-33.069,123.413,339.1,14/12/2019,1450
-28.524,128.494,336.5,29/12/2019,200
-35.958,136.746,494.5,3/01/2020,500
-27.869,131.877,376.1,29/12/2019,440
-35.566,150.2,349.2,3/12/2019,400
-33.842,150.037,341.5,29/12/2019,25
-42.136,147.988,322.8,5/12/2019,350
-25.787,151.02,343.5,18/12/2019,320
-15.504,144.661,327.6,19/12/2019,410
-31.168,123.683,351.3,10/11/2019,120
-35.94,137.018,353.6,20/12/2019,445
-26.45,152.403,301.9,12/12/2019,1455
-15.651,126.092,312.1,31/10/2019,1430
-31.604,151.229,304.6,27/12/2019,1240
-37.462,147.926,333.1,29/12/2019,1540
-17.629,122.426,346.8,2/11/2019,205
-31.941,121.514,349.7,8/01/2020,520
-15.689,143.309,308.6,20/12/2019,1545
-37.358,149.088,333.1,4/01/2020,1325
-28.606,129.758,314,4/10/2019,1615
-37.146,149.93,345.1,11/01/2020,410
-13.502,142.802,336.5,25/12/2019,40
-35.058,150.518,416.5,4/01/2020,400
-15.399,127.531,352,23/11/2019,510
-35.854,148.667,386.3,3/01/2020,2345
-30.848,123.353,338.9,4/01/2020,545
-15.783,143.667,311.1,14/11/2019,1300
-31,151.167,330,19/11/2019,350
-19.179,139.558,323.2,2/01/2020,135
-37.556,148.43,500,30/12/2019,1310
-25.216,128.115,353.1,19/12/2019,125
-35.739,137.273,406.5,9/01/2020,420
-36.761,147.984,484.7,4/01/2020,400
-36.113,148.056,315,21/11/2019,1305
-17.534,122.203,334.7,24/11/2019,550
-31.959,121.555,341.9,4/01/2020,540
-16.595,123.694,349.2,30/11/2019,515
-36.506,149.508,377.7,4/01/2020,400
-24.292,129.541,347.1,22/12/2019,435
-32.809,150.411,339.9,7/12/2019,340
-32.668,151.007,310.7,3/01/2020,1245
-33.987,150.006,357.1,1/12/2019,415
-32.304,150.069,331.7,5/12/2019,350
-28.372,127.777,350.6,30/10/2019,135
-29.186,152.483,319.4,8/11/2019,1155
-32.497,121.325,386.2,8/01/2020,520
-31.139,152.553,321.5,9/11/2019,35
-36.764,146.812,300.1,9/01/2020,1525
-14.081,135.065,343.6,1/12/2019,420
-37.105,149.304,352.9,11/01/2020,410
-30.728,152.495,329.5,6/12/2019,15
-32.943,150.8,300.4,15/12/2019,1215
-37.629,149.038,343,3/01/2020,2345
-30.201,150.17,323.3,24/10/2019,2340
-24.063,122.634,307,23/10/2019,1645
-34.953,150.091,311.6,3/01/2020,1245
-21.872,119.165,343.7,5/12/2019,1500
-33.859,150.128,503.6,21/12/2019,350
-31.894,121.437,355.7,7/01/2020,615
-13.249,141.796,338.2,23/10/2019,415
-33.015,150.845,332.3,4/12/2019,1235
-30.87,123.432,337.8,2/01/2020,135
-32.971,150.907,316,1/12/2019,1515
-34.005,150.253,333.4,5/12/2019,350
-36.734,147.842,384.7,4/01/2020,400
-30.467,151.061,313.9,4/01/2020,1505
-13.874,130.934,345,20/11/2019,150
-37.646,147.567,352.4,2/01/2020,415
-30.819,124.039,315.4,22/11/2019,1350
-37.421,149.5,308.6,3/01/2020,1245
-12.772,135.211,329.8,22/10/2019,510
-33.831,150.037,354.7,31/12/2019,10
-37.494,147.836,349.4,20/12/2019,1550
-32.097,121.593,408.4,21/12/2019,530
-12.586,132.994,308.3,7/10/2019,1340
-36.596,147.839,359.2,3/01/2020,1245
-17.286,123.761,351.8,27/10/2019,530
-32.874,150.262,322.9,11/12/2019,35
-32.778,150.211,340.6,18/12/2019,2345
-25.832,129.933,332.4,23/12/2019,100
-16.577,123.778,311,28/10/2019,1400
-16.531,137.847,331.3,24/12/2019,140
-32.632,150.808,312.3,4/01/2020,1505
-17.909,142.469,347.9,18/12/2019,1250
-30.063,151.624,329,10/11/2019,400
-32.65,150.376,314.7,17/12/2019,1515
-36.855,148.36,386.7,3/01/2020,2345
-38.078,141.176,309.3,3/01/2020,1245
-33.263,136.974,404.3,30/12/2019,525
-30.568,152.301,304.7,21/11/2019,1440
-12.83,143.331,326.4,6/11/2019,425
-33.969,122.184,326.6,26/12/2019,1515
-32.33,150.053,351.5,1/12/2019,415
-31.567,152.24,302.4,5/12/2019,1315
-37.306,147.936,302.5,17/12/2019,1340
-37.329,149.162,322.6,4/01/2020,1505
-15.595,144.025,376.6,10/11/2019,400
-29.269,151.535,395.7,8/11/2019,410
-35.991,148.352,337,2/01/2020,415
-24.215,150.938,344.9,16/12/2019,335
-30.476,152.286,365.7,19/11/2019,350
-31.485,151.343,313.6,28/12/2019,1320
-37.72,149.45,344.9,29/12/2019,1540
-29.285,152.233,361.4,7/12/2019,340
-37.402,148.064,328.4,18/12/2019,1245
-30.902,151.952,311.6,11/11/2019,1225
-12.094,142.761,335.3,12/10/2019,435
-33.081,149.964,307,29/12/2019,1225
-32.654,150.699,317.5,20/12/2019,1235
-31.796,151.807,364,28/12/2019,355
-31.337,151.969,360,22/11/2019,5
-31.241,152.412,304,10/11/2019,1455
-35.351,149.632,302.6,3/12/2019,1325
-12.458,132.351,353,24/10/2019,500
-17.003,138.27,334.4,12/12/2019,115
-12.969,132.751,323.8,30/11/2019,50
-27.293,128.733,371.2,9/11/2019,455
-13.151,130.528,318.9,18/10/2019,1625
-29.219,152.367,338.3,19/11/2019,350
-34.929,149.99,362.4,4/01/2020,405
-33.265,150.456,355.2,21/11/2019,1305
-32.439,120.338,315.9,7/12/2019,1445
-36.166,149.629,330,30/12/2019,1310
-29.39,152.855,316.2,17/11/2019,1505
-29.838,152.522,329.2,8/11/2019,1155
-35.236,150.041,369.3,21/12/2019,350
-21.965,124.263,335.5,24/11/2019,130
-29.523,151.998,382.4,16/12/2019,335
-15.993,143.899,306.7,23/12/2019,1310
-31.731,151.958,332.4,8/11/2019,1510
-37.06,148.077,352.4,4/01/2020,400
-32.427,123.033,346.8,7/01/2020,155
-12.461,131.983,328.4,13/12/2019,445
-36.54,147.211,329.8,10/12/2019,410
-20.427,122.28,305.9,28/12/2019,1635
-33.147,123.364,371.2,15/12/2019,605
-33.302,150.211,337.8,9/12/2019,2350
-15.484,145.147,336,17/12/2019,420
-30.477,123.093,379.5,2/01/2020,555
-25.373,130.582,308.4,31/12/2019,1355
-30.459,152.623,313.9,9/12/2019,1250
-17.257,142.408,315.4,30/11/2019,1300
-30.358,150.855,424.2,7/12/2019,340
-31.483,124.054,344.1,4/11/2019,615
-31.65,152.213,318.8,19/11/2019,1450
-16.655,123.782,343.9,2/12/2019,215
-18.361,126.636,316.8,16/11/2019,1735
-19.065,145.697,333.7,18/12/2019,325
-35.462,148.5,300,11/01/2020,1510
-12.016,133.838,318.3,30/10/2019,1345
-30.987,152.064,390.8,7/11/2019,2350
-31.971,152.499,441.7,10/11/2019,355
-30.185,150.873,363.8,6/12/2019,435
-32.651,150.807,322.6,31/12/2019,1215
-35.605,147.888,326.3,7/01/2020,435
-13.402,135.616,330.7,5/12/2019,355
-35.88,147.603,323.9,30/12/2019,1310
-28.874,128.874,337.8,29/12/2019,1405
-14.434,127.512,310.5,11/12/2019,1425
-32.702,150.903,338.2,31/12/2019,10
-28.692,152.538,319.1,6/12/2019,1220
-34,150.154,320.8,3/12/2019,1505
-37.578,148.173,313.5,31/12/2019,1530
-31.497,151.962,334.5,4/12/2019,310
-31.149,123.823,340.7,17/11/2019,125
-15.669,135.14,347.4,14/10/2019,420
-33.43,150.331,325.9,18/12/2019,2345
-30.89,123.542,444.4,2/01/2020,555
-32.595,150.43,311.8,28/12/2019,1320
-33.099,123.576,345.2,8/12/2019,600
-31.06,124.119,387.3,10/11/2019,535
-16.47,126.013,348.5,30/11/2019,515
-29.481,152.043,337.8,15/12/2019,1530
-30.716,152.326,323.3,12/11/2019,1310
-29.875,152.688,361.3,8/11/2019,1510
-31.522,151.296,365.3,1/01/2020,335
-12.071,142.754,324,4/10/2019,55
-32.719,150.427,326.1,4/12/2019,1235
-32.637,150.269,337.3,19/12/2019,1505
-35.146,150.436,327.7,25/12/2019,2355
-33.06,150.611,317.9,18/11/2019,1235
-31.565,151.67,329.4,19/12/2019,1505
-32.787,123.993,321.3,7/01/2020,1400
-33.32,150.276,345.2,7/12/2019,340
-13.45,135.541,414.1,8/12/2019,425
-31.779,151.814,323.3,29/12/2019,2325
-25.821,129.862,409.8,24/12/2019,1350
-27.21,128.869,341.9,3/11/2019,530
-35.589,150.17,366.3,3/12/2019,400
-31.389,123.96,399.2,30/10/2019,555
-30.774,151.873,300.2,2/12/2019,1245
-20.374,139.464,307.8,23/11/2019,1255
-35.798,148.232,321.8,2/01/2020,0
-23.674,132.108,353.8,22/12/2019,435
-35.291,150.052,417.7,21/12/2019,350
-17.137,122.896,350.1,2/12/2019,215
-33.234,150.903,354.1,28/11/2019,345
-36.91,146.673,309.4,3/01/2020,1600
-18.485,138.311,337.2,16/12/2019,515
-31.25,152.768,320.7,1/11/2019,405
-34.213,150.474,323.6,20/12/2019,30
-31.488,152.005,328.7,5/12/2019,1450
-34.887,138.816,338.1,20/12/2019,445
-29.922,152.264,327.9,8/12/2019,5
-12.023,133.366,337.8,26/10/2019,445
-31.561,151.765,319.1,14/11/2019,1435
-16.228,125.366,350.2,28/10/2019,145
-31.415,151.785,314.9,31/12/2019,1530
-31.602,124.14,342.7,22/11/2019,600
-30.022,152.095,323.4,6/12/2019,15
-15.82,134.347,343.4,22/10/2019,510
-18.32,145.332,336.1,6/01/2020,110
-13.183,134.338,344.6,21/10/2019,140
-32.76,150.98,316.9,19/12/2019,1505
-33.357,150.53,426.2,3/12/2019,405
-35.351,149.578,449.7,10/12/2019,410
-26.731,152.426,322.8,10/11/2019,1455
-35.293,150.181,315,18/12/2019,1245
-31.241,152.137,354.8,7/11/2019,2350
-11.533,132.865,334.3,7/10/2019,415
-33.14,150.307,307.9,15/11/2019,1515
-15.563,124.981,337.2,21/11/2019,520
-15.764,126.915,370.1,7/10/2019,1645
-30.529,150.874,338.5,1/01/2020,335
-35.669,149.923,435.3,31/12/2019,10
-25.437,150.816,345.8,16/11/2019,2345
-35.201,150.131,345.3,20/12/2019,30
-14.03,133.453,348.5,19/10/2019,440
-12.997,143.212,341.5,12/11/2019,100
-33.807,150.293,308.9,15/12/2019,1530
-30.861,152.555,319.8,9/11/2019,2340
-24.487,151.455,337.3,13/12/2019,20
-22.824,149.423,336.1,3/01/2020,325
-14.573,144.138,312.4,11/01/2020,125
-28.622,152.359,324.3,15/12/2019,10
-30.66,152.026,305.6,6/12/2019,1535
-35.28,150.029,316.7,30/12/2019,1310
-29.75,118.6,343.3,27/11/2019,620
-17.859,123.479,351.4,11/12/2019,210
-20.852,136.555,397,27/12/2019,455
-27.106,127.995,381.3,7/12/2019,520
-16.539,123.929,336.1,6/10/2019,220
-31.183,124.065,362.7,5/11/2019,520
-28.715,127.451,347.3,29/10/2019,510
-15.156,144.664,330.3,27/10/2019,350
-35.503,147.989,343.5,4/01/2020,400
-28.187,152.325,334.2,8/10/2019,1240
-35.777,150.003,343.1,30/12/2019,1310
-16.154,136.769,338.9,21/10/2019,140
-32.556,150.627,356.7,4/01/2020,405
-30.047,152.119,392.2,4/12/2019,310
-12.851,130.392,350.4,11/12/2019,500
-29.154,151.668,317,8/11/2019,1510
-13.975,133.252,337.5,15/10/2019,505
-37.636,149.363,346.4,29/12/2019,1540
-28.117,152.247,353.9,7/12/2019,340
-33.136,151.035,334.2,10/12/2019,410
-37.447,149.178,353.6,1/01/2020,1255
-16.32,123.97,310.6,6/12/2019,1710
-33.115,149.827,324.8,9/12/2019,1250
-11.822,132.941,376.5,15/12/2019,435
-17.074,124.312,354.7,26/11/2019,540
-35.448,150.038,337.4,3/12/2019,1325
-34.915,150.373,307.4,28/12/2019,1500
-33.504,150.288,322.3,18/12/2019,320
-15.723,136.383,335.8,10/11/2019,115
-27.163,129.307,340.4,30/10/2019,135
-32.663,150.237,328.4,25/12/2019,2350
-37.633,147.807,358.4,21/12/2019,350
-36.523,148.251,336.3,4/01/2020,400
-32.084,121.543,359.8,20/12/2019,210
-33.001,123.474,372.6,15/12/2019,605
-13.374,141.953,324.6,3/10/2019,440
-16.232,141.864,341.4,1/12/2019,420
-34.033,150.509,318.7,5/12/2019,1450
-37.646,147.833,320.4,25/12/2019,325
-35.534,148.069,302.7,1/01/2020,1255
-23.162,117.014,352.8,26/12/2019,550
-32.671,150.449,311.9,14/12/2019,1445
-15.519,134.531,362.7,1/10/2019,450
-19.373,138.669,311.9,28/12/2019,1325
-33.845,150.441,326.1,4/01/2020,1330
-18.242,144.35,328.8,19/10/2019,15
-32.805,150.161,326.9,19/12/2019,1505
-35.773,136.697,311.8,30/12/2019,1310
-34.36,150.022,361.1,4/01/2020,405
-37.14,149.83,371.4,4/01/2020,1505
-33.313,150.665,318.6,16/11/2019,2345
-31.635,119.707,306.2,1/01/2020,1435
-37.358,147.665,330,2/01/2020,0
-15.902,125.583,324.5,11/11/2019,1410
-32.559,150.488,323.1,30/12/2019,1310
-36.831,146.722,320.3,4/01/2020,1325
-28.323,152.554,325.1,15/11/2019,1515
-30.76,152.561,398.3,6/12/2019,15
-35.752,136.785,363.9,1/01/2020,510
-35.271,149.98,326.5,1/01/2020,330
-32.694,150.494,342,8/12/2019,5
-18.282,144.366,327.9,9/12/2019,1255
-29.11,153.175,336.4,15/11/2019,415
-13.928,136.633,343.7,25/10/2019,115
-28.745,124.523,320.1,27/10/2019,105
-29.734,152.602,326.4,22/11/2019,5
-11.925,133.278,337.2,23/10/2019,125
-15.92,143.841,304.2,12/11/2019,1315
-32.933,150.23,365,14/12/2019,345
-34.232,150.495,335,16/12/2019,330
-22.487,128.222,321.5,27/12/2019,1420
-14.444,143.433,328.9,7/12/2019,345
-30.87,121.498,309.6,8/10/2019,1420
-31.237,152.114,343.6,7/11/2019,2350
-35.578,150.101,335.1,4/12/2019,1230
-30.944,152.031,318.8,6/11/2019,1520
-33.496,150.235,360.3,21/12/2019,350
-29.207,152.371,329.1,18/11/2019,1235
-35.242,150.301,416.7,19/12/2019,1325
-15.825,142.529,308.9,16/11/2019,1250
-28.866,128.797,313.2,29/12/2019,1405
-15.93,124.794,314.9,30/10/2019,1650
-31.35,151.237,316.6,20/12/2019,1235
-35.051,150.49,349.7,26/12/2019,410
-13.425,135.608,353.4,6/12/2019,440
-34.249,150.358,352.5,28/12/2019,355
-30.975,152.392,349.7,26/10/2019,300
-37.372,148.353,321.2,20/12/2019,30
-33.191,150.177,335.5,21/12/2019,350
-33.16,150.485,311.9,11/11/2019,1225
-31.387,151.317,359.6,14/12/2019,345
-37.655,141.305,318.1,1/10/2019,445
-35.867,136.636,500,3/01/2020,45
-15.339,125.702,305.4,20/11/2019,1710
-31.045,152.305,343.6,7/11/2019,2350
-32.446,123.511,349.9,30/12/2019,525
-31.473,134.552,340.3,30/12/2019,525
-14.609,131.204,342,19/10/2019,150
-31.622,152.028,318.6,6/12/2019,1220
-31.65,152.363,318.6,15/11/2019,0
-24.202,125.383,313.6,19/10/2019,1400
-32.989,123.632,332.5,4/12/2019,1410
-32.724,120.181,413.3,15/12/2019,605
-29.202,153.127,318.3,18/11/2019,1235
-37.251,148.694,312.1,3/01/2020,1245
-35.258,150.016,342,31/12/2019,10
-34.256,150.349,381,30/12/2019,345
-17.652,144.758,356.9,17/12/2019,420
-31.992,115.937,324.3,8/11/2019,550
-31.503,115.653,334.4,12/12/2019,1500
-32.661,120.226,310.8,13/12/2019,1405
-30.876,151.983,370.1,12/11/2019,1445
-14.21,136.903,311,13/10/2019,1605
-15.25,126.742,344.2,17/10/2019,205
-30.858,151.942,329.2,14/11/2019,1435
-31.406,151.814,343,10/12/2019,410
-37.053,147.307,334,4/01/2020,400
-14.937,144.032,312.4,25/12/2019,1600
-34.878,138.842,470.1,20/12/2019,30
-28.744,129.8,332.7,5/10/2019,140
-32.982,150.853,333.8,9/12/2019,2350
-30.764,152.576,320.3,4/12/2019,1235
-35.437,149.581,390.8,29/11/2019,425
-20.942,135.109,348.5,26/12/2019,415
-32.263,150.2,306,6/12/2019,1535
-33.403,150.209,363.3,16/12/2019,55
